,Open,High,Low,Close,Volume,Adj. Close,Date
2021-04-19,12.096585362048154,12.126282115141018,11.89860543469114,11.987695693969727,39063500,11.987695693969727,2021-04-19
2021-04-20,11.938201014319597,11.938301014319597,11.235371588063032,11.33436107635498,83170800,11.33436107635498,2021-04-20
2021-04-21,11.2452700695075,11.62143239719033,11.06708860989976,11.611533164978027,49641100,11.611533164978027,2021-04-21
2021-04-22,11.938201129005174,12.027291386110964,11.7105235100653,11.819412231445312,73064400,11.819412231445312,2021-04-22
2021-04-23,11.849110130342293,12.116382794312475,11.75011969536504,12.096585273742676,51833300,12.096585273742676,2021-04-23
2021-04-26,12.155978304966972,12.314362239513608,12.10648308941047,12.146080017089844,40863800,12.146080017089844,2021-04-26
2021-04-27,12.165877354078718,12.373756501058203,12.14607983457923,12.36385726928711,42037800,12.36385726928711,2021-04-27
2021-04-28,12.472747511990804,12.472847511990803,12.264868355322866,12.304464340209961,68023400,12.304464340209961,2021-04-28
2021-04-29,11.789715261024309,11.789815261024309,11.027492337376163,11.146280288696289,230430600,11.146280288696289,2021-04-29
2021-04-30,11.245269975163739,11.423452377319338,11.215573222818717,11.423452377319336,90786500,11.423452377319336,2021-04-30
2021-05-03,11.443249992928935,11.56203793754226,11.3145628169205,11.512542724609375,61987300,11.512542724609375,2021-05-03
2021-05-04,11.413552465082308,11.433350928161067,11.116582127199681,11.294764518737793,71007700,11.294764518737793,2021-05-04
2021-05-05,11.383855730839421,11.522442140461528,11.284865303388964,11.492744445800781,64495500,11.492744445800781,2021-05-05
2021-05-06,11.433350675824183,11.64122981334981,11.364057000620535,11.621431350708008,50032800,11.621431350708008,2021-05-06
2021-05-07,11.532340353120162,11.710522743757398,11.403654119929575,11.700623512268066,41525800,11.700623512268066,2021-05-07
2021-05-10,11.661027619036368,11.809513260377534,11.58183565460482,11.591734886169434,51703500,11.591734886169434,2021-05-10
2021-05-11,11.33436079998208,11.641230377502799,11.304664048622882,11.463047981262207,56882600,11.463047981262207,2021-05-11
2021-05-12,11.423451495633813,11.562037902618755,11.166077144394352,11.215572357177734,55663100,11.215572357177734,2021-05-12
2021-05-13,11.24526988396413,11.562038701232046,11.23537159595789,11.433351516723633,56598500,11.433351516723633,2021-05-13
2021-05-14,11.532341110275913,11.75011949712603,11.50264435790086,11.720422744750977,48619200,11.720422744750977,2021-05-14
2021-05-17,11.700623264353277,12.05698803807703,11.670926514557182,12.027290344238281,52201700,12.027290344238281,2021-05-17
2021-05-18,12.165877818243372,12.403453725557672,12.007493880033836,12.017393112182617,72472900,12.017393112182617,2021-05-18
2021-05-19,11.90850372302692,12.086686129669614,11.730322260426986,11.987695693969727,70220800,11.987695693969727,2021-05-19
2021-05-20,12.393554964600394,12.5618371844955,12.175776585849812,12.36385726928711,106243900,12.36385726928711,2021-05-20
2021-05-21,12.571737018040334,13.333960908131532,12.44304983098431,13.195374488830566,200958600,13.195374488830566,2021-05-21
2021-05-24,13.244869412078218,13.244969412078218,12.789515123386401,12.928101539611816,111374300,12.928101539611816,2021-05-24
2021-05-25,12.997393775810542,13.294364116847383,12.670726683882823,12.680625915527344,113383400,12.680625915527344,2021-05-25
2021-05-26,13.027090693501094,13.809112066620303,12.967697190958862,13.75961685180664,227538700,13.75961685180664,2021-05-26
2021-05-27,14.23476984676456,14.898003282610038,13.977395480367836,14.729720115661621,278939100,14.729720115661621,2021-05-27
2021-05-28,14.858406783780302,14.89800276615773,14.264466104076217,14.383254051208496,152105300,14.383254051208496,2021-05-28
2021-06-01,14.571336843678093,14.690124800333283,14.313962465570468,14.660428047180176,89071000,14.660428047180176,2021-06-01
2021-06-02,14.749517348444671,14.868306241425563,14.531739914079335,14.759416580200195,77517200,14.759416580200195,2021-06-02
2021-06-03,14.996992730162427,15.89780206611753,14.838608795582546,15.828509330749512,179671400,15.828509330749512,2021-06-03
2021-06-04,16.16507586280819,16.28386475924857,15.64042883704121,15.808712005615234,151788000,15.808712005615234,2021-06-04
2021-06-07,15.848306926786863,16.036388546833713,15.491942149452901,15.719619750976562,90915300,15.719619750976562,2021-06-07
2021-06-08,15.60083322172446,15.64042920679309,15.175175674204619,15.472146034240723,93891100,15.472146034240723,2021-06-08
2021-06-09,15.442448792336792,15.46224631222268,15.234569641300011,15.323659896850586,60079100,15.323659896850586,2021-06-09
2021-06-10,15.432550231414892,15.620630926701242,14.927700707796026,14.9573974609375,78147500,14.9573974609375,2021-06-10
2021-06-11,15.145477478783135,15.274164654009216,15.016790303557055,15.125679016113281,50613500,15.125679016113281,2021-06-11
2021-06-14,15.076183855485722,15.14547753102658,14.6703248097803,14.719820022583008,82666000,14.719820022583008,2021-06-14
