,Open,High,Low,Close,Volume,Adj. Close,Date Time
2017-04-17 00:00:00,27.583284247941755,27.832820096059077,27.468114983015276,27.525699615478516,7500.0,27.525699615478516,2017-04-17 00:00:00
2017-04-24 00:00:00,27.880804880878642,28.384676326304348,27.160990622364576,27.458515167236328,236900.0,27.458515167236328,2017-04-24 00:00:00
2017-05-01 00:00:00,27.59960070444102,28.427967889404297,27.362542102295066,28.427867889404297,170800.0,28.427867889404297,2017-05-01 00:00:00
2017-05-08 00:00:00,28.485452848846098,29.042109193495193,28.237837274634426,28.562232971191406,240500.0,28.562232971191406,2017-05-08 00:00:00
2017-05-15 00:00:00,28.552633285522457,28.99411850134175,28.011333734383307,28.55263328552246,207700.0,28.55263328552246,2017-05-15 00:00:00
2017-05-22 00:00:00,28.639014101388327,29.81950921045931,28.638914101388327,29.71393585205078,141200.0,29.71393585205078,2017-05-22 00:00:00
2017-05-29 00:00:00,29.713934902054564,30.29554574939458,29.147682642048583,30.06904411315918,584000.0,30.06904411315918,2017-05-29 00:00:00
2017-06-05 00:00:00,30.078642180859735,30.529725177120415,29.856938499021666,30.20340919494629,680600.0,30.20340919494629,2017-06-05 00:00:00
2017-06-12 00:00:00,30.126628020987972,30.174616740565195,29.46440016606456,29.781118392944336,199800.0,29.781118392944336,2017-06-12 00:00:00
2017-06-19 00:00:00,29.95387098226199,30.337773399767848,29.75232386059557,30.011457443237305,197000.0,30.011457443237305,2017-06-19 00:00:00
2017-06-26 00:00:00,30.203407460704042,30.47213879252973,29.92028042862102,30.25139617919922,621700.0,30.25139617919922,2017-06-26 00:00:00
2017-07-03 00:00:00,30.36656244573266,31.268731958588052,30.200524974231197,31.259132385253906,165100.0,31.259132385253906,2017-07-03 00:00:00
2017-07-10 00:00:00,31.201549942036237,31.50867408843609,30.76966427672562,31.316722869873047,330200.0,31.316722869873047,2017-07-10 00:00:00
2017-07-17 00:00:00,31.355108965685666,31.470281889044987,30.059444697794376,30.155420303344727,349000.0,30.155420303344727,2017-07-17 00:00:00
2017-07-24 00:00:00,30.08823888617507,30.15062330635551,28.696597137862813,29.08049774169922,946100.0,29.08049774169922,2017-07-24 00:00:00
2017-07-31 00:00:00,29.157278556669397,29.339732034301758,28.78297568783997,29.339632034301758,179500.0,29.339632034301758,2017-07-31 00:00:00
2017-08-07 00:00:00,29.42600853116922,29.435606274869645,28.11114876411229,28.451860427856445,193800.0,28.451860427856445,2017-08-07 00:00:00
2017-08-14 00:00:00,28.629414034540318,29.01331462863521,27.71764852180532,27.77907371520996,153300.0,27.77907371520996,2017-08-14 00:00:00
2017-08-21 00:00:00,27.81362504294338,28.07275863895041,26.873068098824323,27.688858032226562,240300.0,27.688858032226562,2017-08-21 00:00:00
