,Open,High,Low,Close,Volume,Adj. Close,Date
2018-01-02,176.3990020751953,184.10000610351562,175.6999969482422,183.64999389648438,29916900,183.64999389648438,2018-01-02
2018-01-03,185.19000244140625,185.63499450683594,181.39999389648438,184.0,20121900,184.0,2018-01-03
2018-01-04,185.89999389648438,187.7469940185547,184.42999267578125,185.7100067138672,19473800,185.7100067138672,2018-01-04
2018-01-05,187.1699981689453,190.75,186.30099487304688,190.6999969482422,18168300,190.6999969482422,2018-01-05
2018-01-08,190.4600067138672,191.66000366210938,189.07000732421875,190.3300018310547,16230100,190.3300018310547,2018-01-08
2018-01-09,191.1300048828125,192.49000549316406,188.0,190.8000030517578,19495100,190.8000030517578,2018-01-09
2018-01-10,188.10000610351562,190.38999938964844,186.5800018310547,189.7899932861328,17943800,189.7899932861328,2018-01-10
2018-01-11,189.72999572753906,190.42999267578125,188.10000610351562,188.75,12400400,188.75,2018-01-11
2018-01-12,189.91000366210938,190.1999969482422,187.25,187.7899932861328,11789600,187.7899932861328,2018-01-12
2018-01-16,190.39999389648438,191.74000549316406,181.75,182.39999389648438,27428500,182.39999389648438,2018-01-16
2018-01-17,183.3000030517578,184.8000030517578,179.32000732421875,183.8300018310547,21346500,183.8300018310547,2018-01-17
2018-01-18,184.27999877929688,185.84500122070312,182.69000244140625,184.39999389648438,14190700,184.39999389648438,2018-01-18
2018-01-19,185.14999389648438,185.23899841308594,182.8000030517578,184.0500030517578,15349300,184.0500030517578,2018-01-19
2018-01-22,184.97500610351562,185.0399932861328,181.67999267578125,184.02000427246094,16016300,184.02000427246094,2018-01-22
2018-01-23,185.27999877929688,192.39999389648438,183.5399932861328,192.27999877929688,31305900,192.27999877929688,2018-01-23
2018-01-24,194.7100067138672,198.86000061035156,192.39999389648438,195.52999877929688,34497300,195.52999877929688,2018-01-24
2018-01-25,196.33999633789062,199.58999633789062,194.10000610351562,198.3300018310547,23421600,198.3300018310547,2018-01-25
