,Open,High,Low,Close,Volume,Adj. Close,Date Time
2022-04-13 17:15:00,0.9652252197265625,0.9653252197265625,0.9641664624214172,0.9643111824989319,0,0.9643111824989319,2022-04-13 17:15:00
2022-04-13 17:30:00,0.9646236300468445,0.9647236300468445,0.9621757434844971,0.9622757434844971,1219520,0.9622757434844971,2022-04-13 17:30:00
2022-04-13 17:45:00,0.9622657299041748,0.9637199640274048,0.9621657299041748,0.9632798433303833,1984128,0.9632798433303833,2022-04-13 17:45:00
2022-04-13 18:00:00,0.9634293913841248,0.9646090269088745,0.9626864194869995,0.96454918384552,1276032,0.96454918384552,2022-04-13 18:00:00
2022-04-13 18:15:00,0.964564323425293,0.9683593941688537,0.9644138813018799,0.9682593941688538,1516032,0.9682593941688538,2022-04-13 18:15:00
2022-04-13 18:30:00,0.9681276082992554,0.9682276082992554,0.9670200347900391,0.9675393104553223,0,0.9675393104553223,2022-04-13 18:30:00
2022-04-13 18:45:00,0.9678063988685608,0.9703799486160278,0.9677063988685608,0.9689419269561768,593664,0.9689419269561768,2022-04-13 18:45:00
2022-04-13 19:00:00,0.9690174460411072,0.9693374037742615,0.967355804347992,0.9674558043479919,0,0.9674558043479919,2022-04-13 19:00:00
2022-04-13 19:15:00,0.9675124883651733,0.9688448905944824,0.9669070839881897,0.9688207507133484,0,0.9688207507133484,2022-04-13 19:15:00
2022-04-13 19:30:00,0.9688279628753662,0.9693934321403503,0.9670924114227295,0.9671924114227295,0,0.9671924114227295,2022-04-13 19:30:00
2022-04-13 19:45:00,0.9665701985359192,0.9672338366508484,0.9652909636497498,0.9654361605644226,0,0.9654361605644226,2022-04-13 19:45:00
2022-04-13 20:00:00,0.9654918313026428,0.9660331606864929,0.9647722840309143,0.9651514291763306,0,0.9651514291763306,2022-04-13 20:00:00
2022-04-13 20:15:00,0.9652512669563293,0.9671123027801514,0.9651907682418823,0.9664016366004944,152320,0.9664016366004944,2022-04-13 20:15:00
2022-04-13 20:30:00,0.9664561152458191,0.9682952165603638,0.9663561152458191,0.9680575132369995,625472,0.9680575132369995,2022-04-13 20:30:00
2022-04-13 20:45:00,0.9680161476135254,0.9697375893592834,0.9676983952522278,0.9692257642745972,963136,0.9692257642745972,2022-04-13 20:45:00
2022-04-13 21:00:00,0.969131588935852,0.969231588935852,0.9679903553962708,0.9680903553962708,0,0.9680903553962708,2022-04-13 21:00:00
2022-04-13 21:15:00,0.9680816531181335,0.9697569442749023,0.9679816531181336,0.9696569442749023,0,0.9696569442749023,2022-04-13 21:15:00
2022-04-13 21:30:00,0.9691440463066101,0.9699165225028992,0.9684969782829285,0.9691149592399597,0,0.9691149592399597,2022-04-13 21:30:00
2022-04-13 21:45:00,0.9688246250152588,0.9689925743103027,0.9667373895645142,0.9688925743103027,0,0.9688925743103027,2022-04-13 21:45:00
2022-04-13 22:00:00,0.9689046144485474,0.969010055065155,0.9677075743675232,0.9683637022972107,0,0.9683637022972107,2022-04-13 22:00:00
2022-04-13 22:15:00,0.9684374928474426,0.971298098564148,0.9682760238647461,0.971266508102417,3748992,0.971266508102417,2022-04-13 22:15:00
2022-04-13 22:30:00,0.9712172746658325,0.9747978282928467,0.9711172746658325,0.9746978282928467,915968,0.9746978282928467,2022-04-13 22:30:00
2022-04-13 22:45:00,0.9744782447814941,0.9745782447814941,0.9729315804481506,0.9730315804481506,0,0.9730315804481506,2022-04-13 22:45:00
